trial_id,method,construction,stress_window_months,mix_lambda,corr_breakdown_gate,corr_breakdown_threshold,regime_pool_rule,n_regimes,pi_rule,min_obs_per_pool,cov_estimator,long_only,cost_bps_one_way,cash_ticker,min_names,apply_to,include_thin,min_history_months,trial_count,citation_lead,citation_precursor,citation_erc,citation_dsr,enabled,research_disclaimer,trial_num
rr_erc_pathA_stress_sw12_lam25_cat,regime_resilient_erc,stress_corr_overlay,12,0.25,False,0.6,rolling_vol_split,2,historical_freq,24,ledoit_wolf,True,5.0,BIL,5,category_sleeves,False,36,2,"Ielpo, Florian, Selbi Muhammetgulyyeva, and Julien Royer. 2026. 'Building a Regime-Resilient ERC Portfolio.' Journal of Portfolio Management 52(9):189-213. doi:10.3905/jpm.2026.030.","Ielpo, Florian, Julien Royer, and Selbi Muhammetgulyyeva. 2023. 'Building a regime-resistant, long-run allocation in multi asset.' LOIM MARS / Investment Viewpoints, 7 December 2023. https://am.lombardodier.com/contents/news/investment-viewpoints/2023/december/1148-MAC-mars-long-run.html","Maillard, Sebastien, Thierry Roncalli, and Jerome Teiletche. 2010. 'The Properties of Equally Weighted Risk Contribution Portfolios.' Journal of Portfolio Management 36(4):60-70.","Bailey, David H., and Marcos Lopez de Prado. 2014. 'The Deflated Sharpe Ratio.' Journal of Portfolio Management 40(5):94-107. doi:10.3905/jpm.2014.40.5.094.",False,Research-only; not investment advice; no trading or broker routing. Construction overlays only — not dual-regime asset selection (archived #2). Registry enabled:false until Quant gate PASS.,1
rr_erc_pathB_loim_vols_histfreq_cat,regime_resilient_erc,loim_regime_parity,12,0.25,False,0.6,rolling_vol_split,2,historical_freq,24,ledoit_wolf,True,5.0,BIL,5,category_sleeves,False,36,2,"Ielpo, Florian, Selbi Muhammetgulyyeva, and Julien Royer. 2026. 'Building a Regime-Resilient ERC Portfolio.' Journal of Portfolio Management 52(9):189-213. doi:10.3905/jpm.2026.030.","Ielpo, Florian, Julien Royer, and Selbi Muhammetgulyyeva. 2023. 'Building a regime-resistant, long-run allocation in multi asset.' LOIM MARS / Investment Viewpoints, 7 December 2023. https://am.lombardodier.com/contents/news/investment-viewpoints/2023/december/1148-MAC-mars-long-run.html","Maillard, Sebastien, Thierry Roncalli, and Jerome Teiletche. 2010. 'The Properties of Equally Weighted Risk Contribution Portfolios.' Journal of Portfolio Management 36(4):60-70.","Bailey, David H., and Marcos Lopez de Prado. 2014. 'The Deflated Sharpe Ratio.' Journal of Portfolio Management 40(5):94-107. doi:10.3905/jpm.2014.40.5.094.",False,Research-only; not investment advice; no trading or broker routing. Construction overlays only — not dual-regime asset selection (archived #2). Registry enabled:false until Quant gate PASS.,2
