trial_id,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,DSR,trial_count,NW_t_vs_null_a_uncond_ERC,NW_t_vs_null_b_EW,NW_t_vs_null_c_LW_MinVar,bootstrap_Sharpe_lo95,bootstrap_Sharpe_hi95,turnover_per_year,research_disclaimer,AnnReturn_null_a_uncond_ERC,Sharpe_null_a_uncond_ERC,AnnReturn_null_b_EW,Sharpe_null_b_EW,AnnReturn_null_c_LW_MinVar,Sharpe_null_c_LW_MinVar
rr_erc_pathA_stress_sw12_lam25_cat,280,2003-06-30,2026-09-16,0.0660198591919543,0.07624440118965417,-0.2517815684304584,0.8658977992067007,0.9999851143036643,2,-0.6863624603582416,-1.7491475130447214,1.7233353431368463,0.439017696512266,1.367967901961905,0.141277537905042,Research-only; not investment advice; no trading or broker routing. Construction overlays only — not dual-regime asset selection (archived #2). Registry enabled:false until Quant gate PASS.,0.0660198591919543,0.8658977992067007,0.08502717254843417,0.6945881507398554,0.05095697187075299,0.9436335982059769
rr_erc_pathB_loim_vols_histfreq_cat,280,2003-06-30,2026-09-16,0.06626672722907423,0.07624247028728062,-0.23754512718004317,0.8691576621190535,0.9999861091157312,2,0.13805878242916808,-1.6855950766895649,1.82989749637313,0.4379403137223811,1.3655121817864646,0.13390817357863624,Research-only; not investment advice; no trading or broker routing. Construction overlays only — not dual-regime asset selection (archived #2). Registry enabled:false until Quant gate PASS.,0.0660198591919543,0.8658977992067007,0.08502717254843417,0.6945881507398554,0.05095697187075299,0.9436335982059769
