trial_id,core,lookback,f_min,f_max,sigma_star,cash_ticker,cost_bps_one_way,cash_price_source,method,not_investment_advice,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,OptionA_AnnReturn,OptionA_AnnVol,OptionA_MaxDD,OptionA_Sharpe_rf0,NW_t_vs_OptionA,Sharpe_CI_L,Sharpe_CI_U,turnover_per_year,mean_f,pct_months_f_lt_1,trial_count,DSR
VT_option_a_L63_sigexpanding_fmax1p0,option_a,63,0.25,1.0,expanding_annvol,BIL,5.0,prices,target_vol_scale_down,True,68,2021-02-26,2026-09-16,0.14725536694852637,0.13903843066788696,-0.201285918526651,1.0590983100224047,0.1468414603389736,0.15886906598980804,-0.25562713849928165,0.9242923373666334,-0.2236410579342544,0.26952647889321407,1.9913786559998536,0.33745994313629074,0.9303998818557687,0.2647058823529412,1,
