trial_id,K,feature_set,allocator,fit_mode,policy,name_level,trial_count,DSR,Sharpe,AnnReturn,MaxDD,n_months,missing_months,stress_months,stress_Sharpe,stress_mean_return,stress_total_return,turnover_per_year,research_disclaimer
k2_vol_corr_erc,2,vol_corr,erc,expanding,dual,False,4,0.9523695720776688,0.5023418070904117,0.04827600825656875,-0.3895722033422364,262,0,53,-3.1215236891507234,-0.032932899093219024,-0.8352894394916703,0.7557704875302185,Research only; not investment advice.
k2_vol_corr_ew,2,vol_corr,ew,expanding,dual,False,4,0.9611621170869705,0.5229386988107022,0.0647693446862938,-0.40757062739162164,262,0,53,-3.706524814416671,-0.04466374425304829,-0.9141412307131591,0.6479497071418943,Research only; not investment advice.
k2_vol_corr_spread_erc,2,vol_corr_spread,erc,expanding,dual,False,4,0.9556802701481433,0.5097055400870771,0.04917016225553672,-0.3864490272121851,262,0,53,-3.1215236891507234,-0.032932899093219024,-0.8352894394916703,0.9212122341808725,Research only; not investment advice.
k2_vol_corr_spread_ew,2,vol_corr_spread,ew,expanding,dual,False,4,0.9638895360775683,0.5300980379392792,0.06592856477130526,-0.39922404183814186,262,0,53,-3.706524814416671,-0.04466374425304829,-0.9141412307131591,0.8162817777060232,Research only; not investment advice.
