trial_id,decision_date,feature_end,date,regime,return,turnover,missing_held_returns,ex_post_stress,research_disclaimer
always_calm,2006-12-31,2006-12-31,2007-01-31,calm,0.018834439352209412,0.010536161747407572,0,False,Research only; not investment advice.
k2_vol_corr_erc,2007-01-31,2007-01-31,2007-02-28,calm,-0.007822238528191226,0.004596481912743942,0,False,Research only; not investment advice.
k2_vol_corr_ew,2007-01-31,2007-01-31,2007-02-28,calm,-0.007818039805919422,0.003927248627685717,0,False,Research only; not investment advice.
k2_vol_corr_spread_erc,2007-01-31,2007-01-31,2007-02-28,calm,-0.007822238528191226,0.004596481912743942,0,False,Research only; not investment advice.
k2_vol_corr_spread_ew,2007-01-31,2007-01-31,2007-02-28,calm,-0.007818039805919422,0.003927248627685717,0,False,Research only; not investment advice.
unconditional_erc,2007-01-31,2007-01-31,2007-02-28,all,0.00916828014564722,0.0053652368989712314,0,False,Research only; not investment advice.
unconditional_ew,2007-01-31,2007-01-31,2007-02-28,all,-0.0007443056866611611,0.004950112523736238,0,False,Research only; not investment advice.
always_calm,2007-01-31,2007-01-31,2007-02-28,calm,-0.007822238528191226,0.004596481912743942,0,False,Research only; not investment advice.
k2_vol_corr_erc,2007-02-28,2007-02-28,2007-03-31,calm,0.015070566492332639,0.001655090636270281,0,False,Research only; not investment advice.
k2_vol_corr_ew,2007-02-28,2007-02-28,2007-03-31,calm,0.015878143898706166,0.004685481576270814,0,False,Research only; not investment advice.
k2_vol_corr_spread_erc,2007-02-28,2007-02-28,2007-03-31,calm,0.015070566492332639,0.001655090636270281,0,False,Research only; not investment advice.
k2_vol_corr_spread_ew,2007-02-28,2007-02-28,2007-03-31,calm,0.015878143898706166,0.004685481576270814,0,False,Research only; not investment advice.
unconditional_erc,2007-02-28,2007-02-28,2007-03-31,all,0.004391340127404765,0.00751403370895588,0,False,Research only; not investment advice.
unconditional_ew,2007-02-28,2007-02-28,2007-03-31,all,0.011047737297078194,0.00658765022604705,0,False,Research only; not investment advice.
always_calm,2007-02-28,2007-02-28,2007-03-31,calm,0.015070566492332639,0.001655090636270281,0,False,Research only; not investment advice.
