date,eval_date,trial_id,core,apply_to,f,g,f_tilde,gate_binding,corr_elevated,z_elevated,mean_abs_corr,z,z_rule,sigma_hat,sigma_star,lookback,corr_lookback_months,f_min,f_max,g_min,cash_ticker,cash_price_source,thin_history_tickers,include_thin,n_sleeves,n_thin_sleeves,n_panel_names_eligible,qqqm_first_valid,turnover,cost_return,w_VOO,w_QQQM,w_IJR,w_BIL
2021-09-30,2021-10-29,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,1.0,0.25,0.25,True,True,True,0.6332878071121615,0.12701504798005442,mkt_vol,0.1282988187718391,0.1405124631672338,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.75,0.000375,0.175,0.05,0.025,0.75
2021-10-29,2021-11-30,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,1.0,1.0,1.0,False,False,False,0.5668320982283573,0.1070759484962796,mkt_vol,0.11025780532890737,0.13901142160171953,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.75,0.000375,0.7,0.2,0.1,0.0
2021-11-30,2021-12-31,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,1.0,1.0,1.0,False,False,True,0.6155342325443178,0.12589723227483043,mkt_vol,0.13278836398436084,0.13720496738717505,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.0,0.0,0.7,0.2,0.1,0.0
2021-12-31,2022-01-31,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.7846552407741884,1.0,0.7846552407741884,False,False,True,0.5725435575335164,0.16711267492285517,mkt_vol,0.18070030914234875,0.14178744457805992,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.21534475922581162,0.00010767237961290582,0.5492586685419318,0.1569310481548377,0.07846552407741884,0.21534475922581164
2022-01-31,2022-02-28,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.7269641712944956,0.25,0.1817410428236239,True,True,True,0.6978578682764475,0.18149213892897453,mkt_vol,0.20072017244526846,0.14591637382376285,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.6029141979505644,0.0003014570989752822,0.12721872997653674,0.03634820856472478,0.01817410428236239,0.8182589571763761
2022-02-28,2022-03-31,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.601139623059878,0.25,0.1502849057649695,True,True,True,0.6489286224399986,0.23931986696836358,mkt_vol,0.25479506526606727,0.15316740949156069,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.03145613705865438,1.572806852932719e-05,0.10519943403547864,0.030056981152993902,0.015028490576496951,0.8497150942350304
2022-03-31,2022-04-29,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.6514794749368954,1.0,0.6514794749368954,False,False,True,0.5476691129634,0.22965446536202289,mkt_vol,0.24526894831428359,0.159787685666114,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.5011945691719258,0.00025059728458596295,0.45603563245582673,0.1302958949873791,0.06514794749368955,0.3485205250631046
2022-04-29,2022-05-31,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.644864646130948,1.0,0.644864646130948,False,False,True,0.614738517334743,0.24386641071906018,mkt_vol,0.25555479974961576,0.16479825550760124,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.006614828805947416,3.3074144029737082e-06,0.45140525229166356,0.1289729292261896,0.0644864646130948,0.35513535386905204
2022-05-31,2022-06-30,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.5432133580953316,0.25,0.1358033395238329,True,True,True,0.6836411391506566,0.31100892248258505,mkt_vol,0.32893047775613243,0.17867942940181045,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.509061306607115,0.0002545306533035575,0.09506233766668301,0.02716066790476658,0.01358033395238329,0.8641966604761671
2022-06-30,2022-07-29,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.6021187842127829,0.25,0.15052969605319572,True,True,True,0.6219656628268688,0.29732972509765143,mkt_vol,0.3110904726613119,0.1873134171790091,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.014726356529362775,7.363178264681387e-06,0.105370787237237,0.030105939210639143,0.015052969605319572,0.8494703039468043
2022-07-29,2022-08-31,VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,option_a,option_a_vt,0.9271306030634122,0.25,0.23178265076585305,True,True,True,0.7917231514986101,0.19174883441287963,mkt_vol,0.20298233804244467,0.18819113748051314,21,6,0.25,1.0,0.25,BIL,prices,QQQM,False,21,0,339,2020-10-13,0.08125295471265737,4.062647735632868e-05,0.16224785553609714,0.046356530153170615,0.023178265076585308,0.768217349234147
