trial_id,method,citation,core,apply_to,lookback,corr_lookback_months,f_min,f_max,g_min,z_rule,corr_estimator,sigma_star,cash_ticker,cost_bps_one_way,min_names,include_thin,n_sleeves,cash_price_source,not_investment_advice,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,Book2_AnnReturn,Book2_AnnVol,Book2_MaxDD,Book2_Sharpe_rf0,OptionA_AnnReturn,OptionA_AnnVol,OptionA_MaxDD,OptionA_Sharpe_rf0,EWSleeve_AnnReturn,EWSleeve_Sharpe_rf0,NW_t_vs_Book2,NW_t_vs_OptionA,NW_t_vs_EWSleeve,Sharpe_CI_L,Sharpe_CI_U,turnover_per_year,mean_f,mean_g,mean_f_tilde,pct_months_gate_binding,trial_count,DSR
VCFC_option_a_vt_L126_C12_g0p25_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,126,12,0.25,1.0,0.25,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,65,2021-05-28,2026-09-16,0.08535676932340697,0.10936461825129871,-0.153827579454073,0.7804788302490449,0.12551586495782785,0.14349939100979447,-0.21156337881878673,0.8746787291192116,0.1301019717960954,0.16114839956926383,-0.25562713849928165,0.80734262421375,0.07364372991037138,0.5795806577616817,-1.4266967539854967,-1.5051347333605711,0.3545836045636334,0.017328915544457788,1.7413989347030918,1.6934719271075003,0.9296877668842538,0.676923076923077,0.6386273826499084,0.4307692307692308,12,0.9999994155462071
VCFC_option_a_vt_L126_C12_g0p5_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,126,12,0.25,1.0,0.5,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,65,2021-05-28,2026-09-16,0.09923114161051383,0.11682611715193153,-0.169707558751082,0.8493917629862203,0.12551586495782785,0.14349939100979447,-0.21156337881878673,0.8746787291192116,0.1301019717960954,0.16114839956926383,-0.25562713849928165,0.80734262421375,0.07364372991037138,0.5795806577616817,-1.4256826126032676,-1.499003443932321,1.18709151010579,0.07194334256136763,1.802167825255545,1.1677672870563711,0.9296877668842538,0.7846153846153846,0.7356475107280236,0.4307692307692308,12,0.9999999688620119
VCFC_option_a_vt_L126_C6_g0p25_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,126,6,0.25,1.0,0.25,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,65,2021-05-28,2026-09-16,0.08644239610609006,0.10941650952119925,-0.15625371568207025,0.7900306497105174,0.12551586495782785,0.14349939100979447,-0.21156337881878673,0.8746787291192116,0.1301019717960954,0.16114839956926383,-0.25562713849928165,0.80734262421375,0.07364372991037138,0.5795806577616817,-1.4612063073344266,-1.5377921249058335,0.39774566694337765,-0.0003286785771199677,1.7764416189397836,1.7357911130452939,0.9296877668842538,0.7115384615384616,0.6719647638503836,0.38461538461538464,12,0.9999996038427932
VCFC_option_a_vt_L126_C6_g0p5_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,126,6,0.25,1.0,0.5,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,65,2021-05-28,2026-09-16,0.09994764401979661,0.11688094124522037,-0.1711879091467562,0.8551235381489861,0.12551586495782785,0.14349939100979447,-0.21156337881878673,0.8746787291192116,0.1301019717960954,0.16114839956926383,-0.25562713849928165,0.80734262421375,0.07364372991037138,0.5795806577616817,-1.4609359796330301,-1.5269762665377817,1.2032810158212075,0.053072733000655875,1.8561839674128102,1.219336402097561,0.9296877668842538,0.8076923076923077,0.7578724315283403,0.38461538461538464,12,0.9999999759228279
VCFC_option_a_vt_L21_C12_g0p25_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,21,12,0.25,1.0,0.25,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,70,2020-12-31,2026-09-16,0.08027560763302066,0.08849646736384162,-0.12836632261899084,0.9071052215336238,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.09579340761822763,0.7656906314186427,-2.3314525736858425,-2.2384238106375123,-0.6571910699960516,0.11072149501501834,2.014668013561177,3.083648477572014,0.9322185803464659,0.6357142857142857,0.5987629417663,0.4857142857142857,12,0.999999999617411
VCFC_option_a_vt_L21_C12_g0p5_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,21,12,0.25,1.0,0.5,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,70,2020-12-31,2026-09-16,0.10469793573965935,0.09983179375200282,-0.15397541897364753,1.0487434093365562,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.09579340761822763,0.7656906314186427,-2.329802343827971,-2.1104660212675803,0.2589836189957736,0.23162669732425556,2.105990964521,2.218687506594672,0.9322185803464659,0.7571428571428571,0.7099148212930221,0.4857142857142857,12,0.9999999999998836
VCFC_option_a_vt_L21_C6_g0p25_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,21,6,0.25,1.0,0.25,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,70,2020-12-31,2026-09-16,0.06994523592669388,0.0931045024866881,-0.12887840132641493,0.7512551386727458,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.09579340761822763,0.7656906314186427,-3.096234957642486,-2.8114982092525906,-1.034784594631413,-0.07966978507379893,1.826478951707253,3.1808032001136475,0.9322185803464659,0.6678571428571428,0.6322017681849008,0.44285714285714284,12,0.9999994053133519
VCFC_option_a_vt_L21_C6_g0p5_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,21,6,0.25,1.0,0.5,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,70,2020-12-31,2026-09-16,0.09756234643916217,0.10323116621107355,-0.1542636943016098,0.9450861597328029,0.15251038827255048,0.13702903977127015,-0.2052800816435817,1.1129785958299196,0.15084446584547084,0.15720021523431718,-0.25562713849928154,0.9595690796009874,0.09579340761822763,0.7656906314186427,-3.0962349576424866,-2.5755042371839703,-0.03813653708483664,0.11645972806871163,1.9243562701077992,2.3217400134049364,0.9322185803464659,0.7785714285714286,0.732207372238756,0.44285714285714284,12,0.999999999950175
VCFC_option_a_vt_L63_C12_g0p25_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,63,12,0.25,1.0,0.25,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,68,2021-02-26,2026-09-16,0.0885568819554563,0.09722038966648353,-0.1375344090677172,0.9108879552864625,0.14725536694852637,0.13903843066788696,-0.201285918526651,1.0590983100224047,0.1468414603389736,0.15886906598980804,-0.25562713849928165,0.9242923373666334,0.08712686436886186,0.6947963791627452,-1.8294322762614112,-1.7791765744088301,-0.06885494316426863,0.05215323382525531,1.8544782359958598,1.3743616168285702,0.9303998818557687,0.6470588235294118,0.6072106270615325,0.47058823529411764,12,0.9999999993720731
VCFC_option_a_vt_L63_C12_g0p5_mkt_vol,vol_cond_factor_corr,"DeMiguel, Martín-Utrera & Uppal, Journal of Finance (JOFI 13395), doi:10.1111/jofi.13395; Moreira & Muir 2017 backbone",option_a,option_a_vt,63,12,0.25,1.0,0.5,mkt_vol,rolling_pairwise_abs_mean,expanding_annvol,BIL,5.0,100,False,21,prices,True,68,2021-02-26,2026-09-16,0.10856181725370195,0.1066368331492735,-0.15861639509988734,1.018051774865949,0.14725536694852637,0.13903843066788696,-0.201285918526651,1.0590983100224047,0.1468414603389736,0.15886906598980804,-0.25562713849928165,0.9242923373666334,0.08712686436886186,0.6947963791627452,-1.8276099660942797,-1.6900131906741853,0.9458224175284285,0.14177627357678738,1.8399326654520447,0.978898487315627,0.9303998818557687,0.7647058823529411,0.7149403786596112,0.47058823529411764,12,0.9999999999981751
