trial_id,state,avg_next_month_active_vs_book2,hit_rate_active_positive,n_months
SM_option_a_vt_L21_SL21_g0p25_expectedbmvlite_cvar5,gate_open,-8.720930232558147e-06,0.0,43
SM_option_a_vt_L21_SL21_g0p25_expectedbmvlite_pctltnegksigma,gate_binding,-0.0056276475058345,0.41935483870967744,31
SM_option_a_vt_L21_SL21_g0p25_expectedbmvlite_pctltnegksigma,gate_open,-1.923076923076925e-05,0.0,39
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_adversers,gate_binding,-0.009054191284892219,0.4,30
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_adversers,gate_open,-0.0001187036837269756,0.025,40
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_cvar5,gate_binding,-0.004475172987782812,0.4444444444444444,27
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_cvar5,gate_open,-8.720930232558147e-06,0.0,43
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_pctltnegksigma,gate_binding,-0.0056276475058345,0.41935483870967744,31
SM_option_a_vt_L21_SL21_g0p25_realizedamaya_pctltnegksigma,gate_open,-1.923076923076925e-05,0.0,39
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_adversers,gate_binding,-0.004301628919853718,0.38461538461538464,13
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_adversers,gate_open,-3.429046284867823e-05,0.0,57
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_cvar5,gate_binding,-0.002983448658521875,0.4444444444444444,27
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_cvar5,gate_open,-5.813953488372099e-06,0.0,43
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_pctltnegksigma,gate_binding,-0.003751765003889666,0.41935483870967744,31
SM_option_a_vt_L21_SL21_g0p5_expectedbmvlite_pctltnegksigma,gate_open,-1.2820512820512832e-05,0.0,39
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_adversers,gate_binding,-0.0060324817998796115,0.4,30
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_adversers,gate_open,-7.38068081780222e-05,0.025,40
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_cvar5,gate_binding,-0.002983448658521875,0.4444444444444444,27
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_cvar5,gate_open,-5.813953488372099e-06,0.0,43
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_pctltnegksigma,gate_binding,-0.003751765003889666,0.41935483870967744,31
SM_option_a_vt_L21_SL21_g0p5_realizedamaya_pctltnegksigma,gate_open,-1.2820512820512832e-05,0.0,39
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_adversers,gate_binding,-0.006464943834351755,0.38461538461538464,13
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_adversers,gate_open,-5.265649406938467e-05,0.0,57
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_cvar5,gate_binding,-0.004475172987782812,0.4444444444444444,27
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_cvar5,gate_open,-8.720930232558147e-06,0.0,43
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_pctltnegksigma,gate_binding,-0.006936569347209173,0.42105263157894735,38
SM_option_a_vt_L21_SL63_g0p25_expectedbmvlite_pctltnegksigma,gate_open,-2.343750000000001e-05,0.0,32
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_adversers,gate_binding,-0.009054191284892219,0.4,30
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_adversers,gate_open,-0.0001187036837269756,0.025,40
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_cvar5,gate_binding,-0.004475172987782812,0.4444444444444444,27
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_cvar5,gate_open,-8.720930232558147e-06,0.0,43
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_pctltnegksigma,gate_binding,-0.006936569347209173,0.42105263157894735,38
SM_option_a_vt_L21_SL63_g0p25_realizedamaya_pctltnegksigma,gate_open,-2.343750000000001e-05,0.0,32
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_adversers,gate_binding,-0.004301628919853718,0.38461538461538464,13
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_adversers,gate_open,-3.429046284867823e-05,0.0,57
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_cvar5,gate_binding,-0.002983448658521875,0.4444444444444444,27
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_cvar5,gate_open,-5.813953488372099e-06,0.0,43
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_pctltnegksigma,gate_binding,-0.0046243795648061164,0.42105263157894735,38
SM_option_a_vt_L21_SL63_g0p5_expectedbmvlite_pctltnegksigma,gate_open,-1.5625000000000007e-05,0.0,32
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_adversers,gate_binding,-0.0060324817998796115,0.4,30
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_adversers,gate_open,-7.38068081780222e-05,0.025,40
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_cvar5,gate_binding,-0.002983448658521875,0.4444444444444444,27
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_cvar5,gate_open,-5.813953488372099e-06,0.0,43
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_pctltnegksigma,gate_binding,-0.0046243795648061164,0.42105263157894735,38
SM_option_a_vt_L21_SL63_g0p5_realizedamaya_pctltnegksigma,gate_open,-1.5625000000000007e-05,0.0,32
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_adversers,gate_binding,-0.0063179030391577636,0.38461538461538464,13
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_adversers,gate_open,-5.027138000248601e-05,0.0,55
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_cvar5,gate_binding,-0.004431455610270289,0.4444444444444444,27
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_cvar5,gate_open,-9.146341463414642e-06,0.0,41
SM_option_a_vt_L63_SL21_g0p25_expectedbmvlite_pctltnegksigma,gate_binding,-0.005344095612141173,0.41935483870967744,31
