strategy_id,Sharpe_rf0,AnnVol,MaxDD,DSR,n_trials,n_months,turnover_per_year,include_thin
equal_weight__0,0.8275992772544882,0.10758747641792468,-0.18396939737375662,0.8919135566513166,4,65,0.12395622708430831,False
erc__0,0.9794000847220707,0.047915229545190945,-0.10113607197983798,0.9437819275738772,4,65,0.26074091928667203,False
minvar_lw__0,1.597695697744869,0.017913193611298003,-0.0445734462100984,0.9987160795012576,4,65,0.31831010658519765,False
spectral_risk_parity__0,1.0571008360305918,0.04241809716717919,-0.0836022765056953,0.9613674652118267,4,65,0.5373027141473272,False
