decision_date,feature_end,date,label_start,n_names,n_sleeves,include_thin,n_thin,strategy_id,ticker,weight,thin_lt5y,configuration_id
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SPYM,0.0020616151179729714,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,USO,4.8930929301948904e-05,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SLV,0.0026484901163721535,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,DXJ,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GSG,0.0003613429348283,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SHV,0.09463816583499829,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,IEI,0.030216991796554384,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VEU,0.0030560700343600805,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,BND,0.034791969041568824,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,BSV,0.08013761218336882,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,BIL,0.07544412885582244,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VEA,0.0026825119068855175,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,MUB,0.025202364498328928,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,NYF,0.027977774567336657,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,JNK,0.00797778337228735,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCZ,0.0022616747897101345,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,ACWI,0.0027852443749874748,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,ACWX,0.003068993910987923,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VT,0.002711083665510415,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,HYD,0.0065716647812075965,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCHX,0.0022059963053474192,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCHF,0.0026826953472142315,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCHA,0.0009631230779078078,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VCIT,0.020038930675690018,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VCSH,0.04097109845218694,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,ILTB,0.013337405363894455,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,PPLT,0.002553709070250681,False,0
