window_weeks,strategy_id,n_months,start,end,AnnReturn,Sharpe_rf0,AnnVol,OOS_var_monthly,OOS_var_ann,MaxDD,turnover_per_year,HHI_mean,eff_N_mean,avg_N_eligible,NW_t_vs_minvar_lw_weekly,DSR,trial_count,dsr_method,role,DSR_if_disclosed_runs_counted
156,equal_weight,65,2021-04-30,2026-08-31,0.08903931772510876,0.8275992772544882,0.10758747641792468,0.0009645887568314585,0.0115750650819775,-0.18396939737375662,0.12395622708430831,0.009092101145056763,110.26153846153846,110.26153846153846,1.8918437200673561,0.9720143257181255,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",null,0.8919135566513166
156,erc_weekly,65,2021-04-30,2026-08-31,0.04373227421071002,1.0570409001159382,0.04137235768825349,0.00014263933172373232,0.0017116719806847874,-0.0882174791794017,0.2616204723598546,0.04493815080016463,22.54083805817178,110.26153846153846,1.2121417660525766,0.9926793366804127,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",null,0.9613558688435151
156,minvar_lw_monthly_reference,65,2021-04-30,2026-08-31,0.028619832365641473,1.5976956977448658,0.017913193611297902,2.674020877965367e-05,0.00032088250535584396,-0.04457344621009829,0.3183101065851971,0.08184149733919958,13.319906423429687,110.26153846153846,-0.6967226722594707,0.9998877495674574,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",reference_only,0.9987160795012576
156,minvar_lw_weekly,65,2021-04-30,2026-08-31,0.03093607074907423,2.3699871160312695,0.013053265370015648,1.4198978068337479e-05,0.00017038773682004975,-0.029631948642643513,0.30786064589918605,0.10708930349100693,9.519815082087232,110.26153846153846,,0.9999999779072959,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",primary_null,0.9999992017493653
156,nonlinear_shrinkage_gmv,65,2021-04-30,2026-08-31,0.03316483912236956,5.734162111946472,0.00578372889968953,2.7876266654253218e-06,3.345151998510386e-05,-0.0003324674541780315,0.6474441031258018,0.34973456295985955,3.0184099943170724,110.26153846153846,0.48132547006952064,1.0,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",method,1.0
260,equal_weight,65,2021-04-30,2026-08-31,0.08903931772510876,0.8275992772544882,0.10758747641792468,0.0009645887568314585,0.0115750650819775,-0.18396939737375662,0.12395622708430831,0.009092101145056763,110.26153846153846,110.26153846153846,1.9116345489664586,0.9720143257181255,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",null,0.8919135566513166
260,erc_weekly,65,2021-04-30,2026-08-31,0.0416890113690056,1.0497830430399389,0.039712025875635666,0.0001314204165955964,0.0015770449991471566,-0.08324828745871737,0.20988282701464162,0.047086671037819515,21.295553657408032,110.26153846153846,1.172423081266435,0.9923325155871919,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",null,0.9599305180907813
260,minvar_lw_monthly_reference,65,2021-04-30,2026-08-31,0.028619832365641473,1.5976956977448658,0.017913193611297902,2.674020877965367e-05,0.00032088250535584396,-0.04457344621009829,0.3183101065851971,0.08184149733919958,13.319906423429687,110.26153846153846,-0.32200112588269725,0.9998877495674574,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",reference_only,0.9987160795012576
260,minvar_lw_weekly,65,2021-04-30,2026-08-31,0.02985903163980219,2.386892685424063,0.012509582781890901,1.304080511474844e-05,0.00015648966137698128,-0.02689892910413738,0.24321979882744088,0.10866190077923762,9.241699204277802,110.26153846153846,,0.9999999822905214,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",primary_null,0.9999993435884881
260,nonlinear_shrinkage_gmv,65,2021-04-30,2026-08-31,0.03308812624315993,5.627174855174123,0.005880060082500508,2.8812588811513234e-06,3.4575106573815874e-05,-0.0008616431636708777,0.5033834984749543,0.4491162980605526,2.2668123667934603,110.26153846153846,0.7621848150655491,1.0,2,"normal approximation; monthly Sharpe (repo deflated_sharpe_approx, Bailey & Lopez de Prado 2014)",method,1.0
