window_weeks,role,n_common_months,NW_t_weekly_minus_monthly,weekly_Sharpe_rf0,monthly_reference_Sharpe_rf0,difference_Sharpe_rf0,weekly_AnnVol,monthly_reference_AnnVol,difference_AnnVol,weekly_MaxDD,monthly_reference_MaxDD,difference_MaxDD
156,reference_only,65,0.6967226722594707,2.3699871160312695,1.5976956977448658,0.7722914182864038,0.013053265370015648,0.017913193611297902,-0.004859928241282254,-0.029631948642643513,-0.04457344621009829,0.014941497567454776
260,reference_only,65,0.32200112588269725,2.386892685424063,1.5976956977448658,0.7891969876791971,0.012509582781890901,0.017913193611297902,-0.005403610829407001,-0.02689892910413738,-0.04457344621009829,0.017674517105960907
