trial_id,regime,avg_next_month_active_return,hit_rate_active_positive,n_months
VT_option_a_L63_sigexpanding_fmax1p0,f_lt_1,-0.0013208117448089884,0.4444444444444444,18
VT_option_a_L63_sigexpanding_fmax1p0,f_eq_1,-5.367100511363097e-06,0.0,50
