GateState,AvgNextMonth_Excess,HitRate_ExcessPos,N_Months,Note
ON,0.012496146901990291,0.6272727272727273,110,walk-forward; label = next month only (no same-month leakage)
OFF,0.0017010025391539427,0.5072463768115942,69,walk-forward; label = next month only (no same-month leakage)
