trial_id,core,lookback,f_min,f_max,sigma_star,cash_ticker,cost_bps_one_way,cash_price_source,method,not_investment_advice,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,OptionA_AnnReturn,OptionA_AnnVol,OptionA_MaxDD,OptionA_Sharpe_rf0,NW_t_vs_OptionA,Sharpe_CI_L,Sharpe_CI_U,turnover_per_year,mean_f,pct_months_f_lt_1,trial_count,DSR
VT_option_a_L63_sigexpanding_fmax1p0,option_a,63,0.25,1.0,expanding_annvol,BIL,5.0,zero_return_proxy_rf0,target_vol_scale_down,True,68,2021-02-26,2026-09-16,0.14539779072176917,0.13905794225479845,-0.2027582781481827,1.0455914158096349,0.14684146033897338,0.15886906598980804,-0.25562713849928165,0.9242923373666321,-0.35041780505061376,0.26533929088100394,1.9767804669023314,0.3374599431362907,0.9303998818557687,0.2647058823529412,1,
