decision_date,date,window_weeks,strategy_id,ticker,weight
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SPY,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,MDY,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EWJ,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EWC,1.7110680695225302e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,QQQ,1.9379745533578977e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IVV,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWB,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWM,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWD,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJR,4.787347275963264e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJH,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IVE,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWV,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IYY,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWO,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWN,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJT,3.368535532671384e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJS,1.188777189806244e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJK,2.4060357661974924e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IJJ,7.441397669413798e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IEV,2.6804445397810956e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EZU,6.215879827574319e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IUSV,1.0288597590036125e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SPYV,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VTI,2.1567811665676647e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWP,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWS,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EFA,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWR,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,JPXN,8.25879123884748e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VXF,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,FEZ,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EEM,3.9177965301722415e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,DVY,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VTV,1.2609677276823973e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VO,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VV,6.774341421809164e-18
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SUSA,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VGK,2.841729138658022e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,EFV,3.885193094082945e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,IWC,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,PID,2.47957446287767e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SPYM,1.3569339287691586e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,KBE,0.04289897805363765
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SDY,1.6252219351324226e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,PRF,2.5123149528350867e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,XBI,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,XSD,1.2495790732780364e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,DXJ,1.1794567351988367e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,KRE,1.5220079230125566e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,XRT,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VYM,1.1736686924699457e-16
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VEU,2.9928816393261206e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VEA,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SCZ,8.371513748303192e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,ACWI,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,ACWX,4.8061684456944366e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SCHX,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SCHF,7.020189633092117e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SCHA,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VOO,1.964214616763985e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VOOV,0.0
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VIOG,1.2123337231126188e-17
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,VTWO,6.8814491633137966e-18
2015-12-31,2016-01-29,156,nonlinear_shrinkage_gmv,SCHM,0.0
