trial_id,method,ef_lookback_months,forecast_lookback_months,mu_estimator,cov_estimator,long_only,leverage_cap,cost_bps_one_way,cash_ticker,min_names,apply_to,include_thin,min_history_months,trial_count,citation,citation_dsr,research_disclaimer,trial_num
ft_med_ef21_fc60_sample_sleeves,forecast_tangency_med,21,60,sample,ledoit_wolf,True,1.0,5.0,BIL,2,category_sleeves,False,24,1,"Alexander, Nolan, and William Scherer. 2023. 'Forecasting Tangency Portfolios and Investing in the Minimum Euclidean Distance Portfolio to Maximize Out-of-Sample Sharpe Ratios.' Engineering Proceedings 39(1):34. doi:10.3390/engproc2023039034. arXiv:2604.03948.","Bailey, David H., and Marcos López de Prado. 2014. 'The Deflated Sharpe Ratio.' Journal of Portfolio Management 40(5):94-107. doi:10.3905/jpm.2014.40.5.094.",Research-only; not investment advice; no trading or broker routing.,1
