trial_id,apply_to,ef_lookback_months,forecast_lookback_months,mu_estimator,n_months,start_date,end_date,AnnReturn,AnnVol,MaxDD,Sharpe_rf0,DSR,trial_count,bootstrap_Sharpe_lo95,bootstrap_Sharpe_hi95,turnover_per_year,mean_distance,cost_bps_one_way,long_only,leverage_cap,cash_ticker,research_disclaimer,NW_t_vs_EW,AnnReturn_EW,AnnVol_EW,MaxDD_EW,Sharpe_EW,NW_t_vs_LW_MinVar,AnnReturn_LW_MinVar,AnnVol_LW_MinVar,MaxDD_LW_MinVar,Sharpe_LW_MinVar,NW_t_vs_ERC,AnnReturn_ERC,AnnVol_ERC,MaxDD_ERC,Sharpe_ERC,NW_t_vs_LW_MVO,AnnReturn_LW_MVO,AnnVol_LW_MVO,MaxDD_LW_MVO,Sharpe_LW_MVO,gate_note
ft_med_ef21_fc60_sample_sleeves,category_sleeves,21,60,sample,291,2002-07-31,2026-09-16,0.0701509021142707,0.1961086580534482,-0.5803669949381858,0.3577144569269938,,1,-0.0016586468941648,0.7651544429489492,4.038391017098366,0.061275929387373,5.0,True,1.0,BIL,Research-only; not investment advice; no trading or broker routing.,0.1154591143143158,0.0773939083946388,0.1268893513829421,-0.4552592569534556,0.6099322563409605,1.413990019771613,0.0387326716127787,0.0650811124529307,-0.1564568601694181,0.595144584241576,0.845814453048802,0.0580990968940424,0.0838905414984679,-0.2913227347221813,0.6925583725681819,0.558602119791868,0.0694422313960592,0.100615799586925,-0.1722698967063044,0.6901722361811176,primary config: FT-MED Sharpe_rf0 below all nulls; NW t vs EW +0.12 (not sig); turnover 404%/yr; VARX instability noted (extreme r_star outliers); FAIL CIO gate in this single-config pass — null result for archive; recommended: add coef-forecast clipping and/or exclude Crypto sleeve; no book cut
